desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species
4.47502E+14,한국 고양이,2026(60일미만)(년생),M,N,어린 나이에도 겁이 많고 숨는 것을 좋아함. 안전한 공간에서만 활동함.,(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,cat
4.47502E+14,한국 고양이,2026(60일미만)(년생),F,N,어린 나이에도 겁이 많고 숨는 것을 좋아함. 안전한 공간에서만 활동함.,(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,cat
4.46496E+14,믹스견,2025(년생),M,U,경계심,학교임시동물보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,010-5649-3435,보호중,새끼,dog
4.43571E+14,믹스견,2025(년생),F,U,"4R7, 낡은 목줄 착용, 겁조금있으나 사람을 좋아하고 순함",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
4.42434E+14,진도견,2022(년생),M,U,순함 토종진돗개 국견협회,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4172,보호중,성체,dog
4.42434E+14,진도견,2026(60일미만)(년생),F,U,순하고 듬직함 토종진돗개 국견협회,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4172,보호중,새끼,dog
4.41399E+14,비글,2018(년생),F,N,경계가 있으며 겁이 많음,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,보호중,노령,dog
4.41399E+14,믹스견,2024(년생),F,N,순하고 귀여우며 사람을 좋아함,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,종료(반환),성체,dog
4.41394E+14,한국 고양이,2025(년생),Q,U,아직 어리지만 예민하고 환경 변화에 민감함. 익숙한 환경에서 안정적임.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,cat
4.41378E+14,한국 고양이,2026(년생),F,U,호기심 왕성한 새끼로 활발하고 호기심이 왕성함. 장난감에 관심이 많음.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,새끼,cat
4.29362E+14,미니어쳐 핀셔,2016(년생),F,U,나이가 들었지만 온순하고 순함. 사람을 잘 따름.,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,노령,dog
4.29361E+14,믹스견,2023(년생),M,N,순하고 입질이 없음. 보호자에 대한 의존도가 높음.,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,종료(반환),성체,dog
4.29359E+14,믹스견,2026(60일미만)(년생),F,U,어린 나이에도 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,새끼,dog
4.11312E+14,포메라니안,2012(년생),F,N,조용하고 안정적이며 호기심이 왕성하고 에너지가 넘침. 낯선 사람에게도 쉽게 다가감.,내품애센터,서울특별시 서대문구 모래내로 333 (홍은동) ,02-330-3821,종료(반환),노령,dog
4.44454E+14,프렌치 불독,2025(년생),M,N,어린 나이에도 온순하고 느긋한 성격. 사람과 함께 있는 것을 즐김.,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
4.43445E+14,믹스견,2016(년생),F,U,조용하고 안정적이며 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,증평 가정견 훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,노령,dog
4.42424E+14,요크셔 테리어,2016(년생),M,N,순함,삼척시동물보호센터,강원도 삼척시 미로면 동안로 86-45  ,033-571-2610,보호중,노령,dog
4.30368E+14,라브라도 리트리버,2023(년생),M,U,활발하고 장난기가 넘침. 훈련을 즐김.,대전동물보호센터,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,042-270-7239,보호중,성체,dog
4.30367E+14,기타축종,2025(년생),Q,U,어린 나이에도 활발하고 호기심이 많음. 탐색하기를 좋아함.,대전동물보호센터,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,042-270-7239,보호중,새끼,dog
4.26334E+14,한국 고양이,2024(년생),M,N,"교통사고로인한부상,기력없음,예민함",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,성체,cat
4.26334E+14,믹스견,2022(년생),M,N,"온순함,목걸이를하고있음,블랙탄무늬",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,성체,dog
4.47525E+14,믹스견,2023(년생),M,U,온순하고 친근함,울진군동물보호센터,경상북도 울진군 울진읍 대흥신림로 916-37  ,054-789-6795,보호중,성체,dog
4.46499E+14,믹스견,2025(년생),F,N,어린 나이에도 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,유기동물임시보호센터,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,061-550-5749,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),M,N,아직 어리지만 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),M,N,아직 어리지만 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),F,N,어린 나이에도 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,새끼,dog
4.46494E+14,믹스견,2022(년생),F,N,새끼에 대한 애정이 높아서 약간의 경계심,유기동물 삼호 보호소,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,010-9599-5400,보호중,성체,dog
4.45468E+14,믹스견,2026(년생),M,N,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,익산유기동물보호소,전북특별자치도 익산시 삼기면 황금로 342-17  ,063-855-1214,보호중,새끼,dog
4.45468E+14,믹스견,2021(년생),F,N,녹색 목테를 하고있으며 순한편임. 젖이 불어있음.,익산유기동물보호소,전북특별자치도 익산시 삼기면 황금로 342-17  ,063-855-1214,보호중,성체,dog
4.45468E+14,믹스견,2023(년생),M,N,사람 경계심없고 순함.,익산유기동물보호소,전북특별자치도 익산시 삼기면 황금로 342-17  ,063-855-1214,보호중,성체,dog
4.45468E+14,믹스견,2025(년생),M,N,경계심은 살짝 있지만 순한편임.,익산유기동물보호소,전북특별자치도 익산시 삼기면 황금로 342-17  ,063-855-1214,보호중,새끼,dog
4.45467E+14,믹스견,2017(년생),M,U,조용하고 안정적이며 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,노령,dog
4.45467E+14,기타,2021(년생),M,N,온순하고 순함. 사람을 잘 따름.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,성체,dog
4.44453E+14,믹스견,2026(60일미만)(년생),F,U,"매우 순함, 입소 당시 1개월령 추정",서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,새끼,dog
4.44453E+14,믹스견,2024(년생),F,U,"매우 순함, 목줄 착용",서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,성체,dog
4.44452E+14,믹스견,2026(년생),M,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,아산동물복지지원센터,충청남도 아산시 환경공원로 158 (배미동) ,041-530-6200,종료(반환),새끼,dog
4.44452E+14,믹스견,2026(년생),F,N,아직 어리지만 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,아산동물복지지원센터,충청남도 아산시 환경공원로 158 (배미동) ,041-530-6200,종료(반환),새끼,dog
4.43442E+14,포메라니안,2026(60일미만)(년생),F,U,어린 나이에도 호기심이 왕성하고 에너지가 넘침. 낯선 사람에게도 쉽게 다가감.,보은군동물보호센터,충청북도 보은군 보은읍 뱃들로 47  ,043-540-3643,보호중,새끼,dog
4.4156E+14,믹스견,2022(년생),F,U,경계. 겁 있음. 방어적 입질. 진드기 오염. 눈곱. 가슴 부위 흰 털. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,성체,dog
4.4156E+14,믹스견,2025(년생),M,N,온순. 얌전. 약간 겁 있음. 눈곱. 가슴 부위 흰 털. 꼬리 단미 안됨. 털 약간 때탐. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,새끼,dog
4.4156E+14,믹스견,2026(년생),M,N,온순. 얌전. 약간 겁 있음. 부정 교합. 진드기 오염. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,새끼,dog
4.4156E+14,믹스견,2025(년생),F,U,겁 많음. 방어적 입질. 턱부터 배까지 흰 털. 발 끝 흰 털. 진드기 오염. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,새끼,dog
4.4156E+14,믹스견,2023(년생),M,N,경계.겁.방어적입질.우측슬개골.회색후드.방울달린목줄.빨/초/회색 리드줄에 담요로 매듭. 꼬리 단미.,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37  ,031-867-9119,보호중,성체,dog
4.41414E+14,믹스견,2021(년생),F,U,목줄 싫어함. 얌전하지만 돌발성 입질. 유선 발달. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,성체,dog
4.41414E+14,믹스견,2021(년생),M,N,온순. 활발. 겁 조금 있지만 사람 좋아함. 파란 바탕 노란 줄 목줄. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,성체,dog
4.41414E+14,믹스견,2026(60일미만)(년생),F,U,온순. 활발. 사람 좋아함. 유치 자라는 중. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,새끼,dog
4.41392E+14,한국 고양이,2023(년생),F,U,경계. 예민. 이표. 혈뇨. 척추 골절. 양 후지 기립 못함. 콧물. 좌측 어깨 탈모/상처. ,한국동물구조관리협회,경기도 양주시 남면 감악산로 63-37 ,031-867-9119,보호중,성체,cat
4.41391E+14,푸들,2023(년생),F,U,활발하고 장난기가 많음. 주목받는 것을 즐김.,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
4.41374E+14,사모예드,2024(년생),M,N,온순하고 느긋함. 누구에게나 친절함.,수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",031-5191-3557,보호중,성체,dog
4.31372E+14,한국 고양이,2026(60일미만)(년생),M,N,아직 어리지만 겁이 많고 숨는 것을 좋아함. 안전한 공간에서만 활동함.,울산유기동물보호센터,울산광역시 울주군 온양읍 화산발리로 543  ,052-238-6113,보호중,새끼,cat
4.31369E+14,믹스견,2017(년생),F,N,"말랐음, 겁많음",울산유기동물보호센터,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,052-238-6113,보호중,노령,dog
4.30364E+14,푸들,2025(년생),F,U,호기심 왕성한 새끼로 감수성이 풍부하고 보호자에게 애착이 강함. 새로운 것을 잘 배움.,대전동물보호센터,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,042-270-7239,보호중,새끼,dog
4.28357E+14,프렌치 불독,2025(년생),F,N,온순하고 사람좋아함.,강화군 동물보호센터,인천광역시 강화군 강화읍 강화대로 254-1  ,010-2797-3786,종료(반환),새끼,dog
4.28356E+14,믹스견,2025(년생),F,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,한마음동물병원,경기도 김포시 통진읍 김포대로 2025  ,032-562-0075,보호중,새끼,dog
4.28356E+14,믹스견,2024(년생),F,U,"너무너무 순함, 미용되어 있음, 말랐음, 사람 잘 따름, 귀염둥이",가정동물병원,인천광역시 서구 가정로 346 (가정동) ,032-575-0833,보호중,성체,dog
4.27348E+14,기타축종,2025(년생),F,U,호기심 왕성한 새끼로 겁이 많으나 천천히 적응함. 예민한 편.,화원연합동물병원,대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,053-634-7975,보호중,새끼,dog
4.1132E+14,믹스견,2025(년생),F,U,온순함,디아크 동물종합병원,서울특별시 동작구 장승배기로27길 18 (노량진동) 1층,02-816-7582,종료(반환),새끼,dog
4.11302E+14,푸들,2023(년생),F,N,활발하고 장난기가 많음. 주목받는 것을 즐김.,남산동물병원,서울특별시 용산구 후암로 51 (후암동) 1층,02-778-7582,보호중,성체,dog
4.11302E+14,믹스견,2022(년생),F,N,미용되었고 온순하며 활달함. 유두발적,남산동물병원,서울특별시 용산구 후암로 51 (후암동) 1층,02-778-7582,보호중,성체,dog
4.4547E+14,스탠다드 푸들,2017(년생),M,Y,조용하고 안정적이며 활발하고 장난기가 많음. 주목받는 것을 즐김.,청원동물병원,전북특별자치도 남원시 죽항동 278번지,063-633-3533,보호중,노령,dog
4.43439E+14,믹스견,2018(년생),F,U,조용하고 안정적이며 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,종료(반환),노령,dog
4.43439E+14,포메라니안,2024(년생),M,N,"도로배회, 순한편 겁있음, 사상충음성",충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,종료(반환),성체,dog
4.41553E+14,믹스견,2023(년생),F,N,테리어 느낌/사람을 잘 따름/생식기에 출혈이 있어 치료중,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,성체,dog
4.41553E+14,믹스견,2019(년생),F,N,"치와와 느낌이 나는 귀여운 친구/노령으로 인한 질환은 있으나,밥 잘먹고 사람을 잘 따름",화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,종료(반환),성체,dog
4.41553E+14,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),M,N,아직 어리지만 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),F,N,어린 나이에도 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),F,N,어린 나이에도 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog
4.41394E+14,믹스견,2023(년생),M,N,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,종료(반환),성체,dog
4.41394E+14,믹스견,2024(년생),M,N,온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,성체,dog
4.30366E+14,한국 고양이,2026(년생),F,U,아직 어리지만 겁이 많고 숨는 것을 좋아함. 안전한 공간에서만 활동함.,대전동물보호센터,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,042-270-7239,종료(안락사),새끼,cat
4.69569E+14,프렌치 불독,2024(년생),M,Y,장난기가 있으나 지나치지 않음. 애정 표현을 잘 함.,세종유기동물보호센터,세종특별자치시  전동면 미륵당1길 188 (전동면) ,010-4435-3720,보호중,성체,dog
4.48547E+14,믹스견,2023(년생),M,N,"겁이많음, 경계",거창군 동물보호소,경상남도 거창군 거창읍 가실길 203  ,010-2617-6245,보호중,성체,dog
4.48541E+14,한국 고양이,2022(년생),F,Y,독립적이고 자기 영역 의식이 강함. 조용하고 관찰하는 것을 좋아함.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,성체,cat
4.48541E+14,믹스견,2023(년생),F,N,겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,창녕 유기동물보호소,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,010-5488-5003,보호중,성체,dog
4.47506E+14,한국 고양이,2025(년생),M,N,어린 나이에도 예민하고 환경 변화에 민감함. 익숙한 환경에서 안정적임.,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,종료(자연사),새끼,cat
4.47502E+14,믹스견,2024(년생),F,N,"포획틀구조, 사람을 매우 경계하고 무서워서 혼비백산 함, 시간이 엄청 필요할 듯",(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,성체,dog
4.47502E+14,믹스견,2023(년생),M,N,"공원묘원을 돌아다니던 개체, 사람을 경계해서 다가가면 으르렁 하는중",(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,성체,dog
4.47502E+14,한국 고양이,2026(년생),F,U,어린 나이에도 독립적이고 자기 영역 의식이 강함. 조용하고 관찰하는 것을 좋아함.,(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,cat
4.47502E+14,믹스견,2026(60일미만)(년생),F,N,"1.5개월추정, 삼총사 중 홍일점, 소심한듯 아닌듯 애매한 성격, 아기몽이지만 매우 조용함",(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,dog
4.47502E+14,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,dog
4.47502E+14,믹스견,2026(60일미만)(년생),M,N,"1.5개월추정, 꼬물이3총사, 낯선 장소에 도착해서 어리둥절중, 조용하고 차분한 느낌",(사)영일동물플러스,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,054-262-8295,보호중,새끼,dog
4.46496E+14,믹스견,2025(년생),M,U,경계심,학교임시동물보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,010-5649-3435,보호중,새끼,dog
4.46496E+14,믹스견,2025(년생),F,U,경계심,학교임시동물보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,010-5649-3435,보호중,새끼,dog
4.46496E+14,믹스견,2025(년생),M,U,경계심,학교임시동물보호센터,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,010-5649-3435,보호중,새끼,dog
4.45464E+14,믹스견,2020(년생),F,U,순함 겁이 많음,링크늘푸른동물병원,전라북도 전주시 완산구 서원로 225 (중화산동2가) ,063-281-0075,보호중,성체,dog
4.45464E+14,믹스견,2020(년생),M,N,온순함,행복한동물병원,전라북도 전주시 덕진구 인후동1가 806-6,063-244-0090,보호중,성체,dog
4.45464E+14,믹스견,2023(년생),M,N,순하고 털이 복실복실함,박영재동물병원,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,063-284-7774,보호중,성체,dog
4.45464E+14,믹스견,2026(년생),F,N,어린 나이에도 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,동부동물병원,전라북도 전주시 완산구 경원동1가 3-10,063-231-2455,보호중,새끼,dog
4.45464E+14,믹스견,2025(년생),F,N,아직 어리지만 활발하고 에너지가 넘침. 낯선 환경에도 호기심이 많음.,동부동물병원,전라북도 전주시 완산구 경원동1가 3-10,063-231-2455,보호중,새끼,dog
4.44462E+14,믹스견,2024(년생),M,N,순하고 잘따름,최동물병원,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,보호중,성체,dog
4.43571E+14,믹스견,2020(년생),M,Y,"칩 있음, 겁이 많아 입질이 있음, 양쪽 뒷다리 슬개골 있음",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,성체,dog
4.43571E+14,웰시 코기 펨브로크,2021(년생),F,U,"순한 아이, 쇠목줄 착용",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,성체,dog
4.43571E+14,비숑 프리제,2023(년생),F,U,매우 순하고 얌전한 아이,반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,종료(반환),성체,dog
4.42434E+14,믹스묘,2026(년생),F,N,호기심 왕성한 새끼로 낯선 환경에 예민하게 반응함. 안정되면 애교가 넘침.,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4171,보호중,새끼,cat
4.42434E+14,진도견,2024(년생),F,N,순함,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4171,보호중,성체,dog
4.42434E+14,진도견,2021(년생),F,N,착하고 순함 ,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4171,보호중,성체,dog
4.41417E+14,요크셔 테리어,2014(년생),M,Y,"낯선 사람에게 거부반응이 없으며 온순하나, 먼저 다가오지는 않음. 노령으로 치아 상태 안 좋음.",양평군유기동물보호소,경기도 양평군 양평읍 농업기술센터길 59-1  ,031-770-2337,종료(반환),노령,dog
4.41402E+14,라브라도 리트리버,2023(년생),F,U,"갈색목줄,순함,칩있음",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) ,031-296-0124,보호중,성체,dog
4.41402E+14,골든 리트리버,2022(년생),F,U,"갈색목줄,순함",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) ,031-296-0124,보호중,성체,dog
4.41393E+14,한국 고양이,2025(년생),M,Y,"겁많음,뒷다리장애,기력없음",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,031-296-0124,보호중,새끼,cat
4.41386E+14,한국 고양이,2026(60일미만)(년생),M,N,어린 나이에도 활발하고 호기심이 왕성함. 장난감에 관심이 많음.,24시아이동물메디컬,경기도 부천시 오정구 소사로 779 (원종동) 201호,032-677-5262,보호중,새끼,cat
